wave,r
0.4,0.7458984903897922
0.401,0.7459420579138417
0.402,0.7457334420861582
0.403,0.74579543
0.404,0.745804729907001
0.405,0.74540013
0.406,0.7455406209267814
0.40700000000000003,0.7456332990732186
0.40800000000000003,0.745579539103618
0.40900000000000003,0.7454899008963821
0.41000000000000003,0.74543786
0.41100000000000003,0.7453793905846942
0.41200000000000003,0.7452243000000001
0.41300000000000003,0.7452321102371976
0.41400000000000003,0.74525583
0.41500000000000004,0.7452407503855923
0.41600000000000004,0.7452793096144077
0.41700000000000004,0.74534649
0.41800000000000004,0.7454014394505055
0.41900000000000004,0.7452693
0.42000000000000004,0.7452846207092929
0.42100000000000004,0.74535555
0.42200000000000004,0.7454351789629207
0.42300000000000004,0.7453314710370792
0.42400000000000004,0.7452615498409032
0.42500000000000004,0.7452456401590969
0.42600000000000005,0.74525326
0.42700000000000005,0.7452994603605965
0.42800000000000005,0.74533552
0.42900000000000005,0.7452853297908042
0.43000000000000005,0.7452644102091958
0.43100000000000005,0.7452772304797904
0.43200000000000005,0.7453252095202095
0.43300000000000005,0.74515575
0.43400000000000005,0.7451639810555895
0.43500000000000005,0.74526954
0.43600000000000005,0.7452935002228956
0.43700000000000006,0.7453157897771044
0.43800000000000006,0.7452966590779185
0.43900000000000006,0.7452044509220815
0.44000000000000006,0.74524641
0.44100000000000006,0.7452446800172998
0.44200000000000006,0.74520832
0.44300000000000006,0.7452725805059899
0.44400000000000006,0.7453231794940101
0.44500000000000006,0.7453519699148017
0.44600000000000006,0.7453434500851983
0.44700000000000006,0.7453199
0.44800000000000006,0.7452839603593964
0.44900000000000007,0.74524063
0.45000000000000007,0.7453448804356912
0.45100000000000007,0.7453884495643087
0.45200000000000007,0.745386359603608
0.45300000000000007,0.745346720396392
0.45400000000000007,0.74542952
0.45500000000000007,0.7454901893933061
0.45600000000000007,0.7454679
0.4570000000000001,0.7455323904798953
0.4580000000000001,0.74558038
0.4590000000000001,0.7456052897848042
0.4600000000000001,0.7455837702151957
0.4610000000000001,0.74566323
0.4620000000000001,0.7457317693146068
0.4630000000000001,0.74569917
0.4640000000000001,0.7457347505727943
0.4650000000000001,0.74579203
0.4660000000000001,0.7458618904117919
0.4670000000000001,0.7459030695882083
0.4680000000000001,0.7458899600291994
0.4690000000000001,0.7458928799708006
0.4700000000000001,0.74602735
0.4710000000000001,0.7461025104267958
0.4720000000000001,0.74614519
0.4730000000000001,0.7461610403945922
0.4740000000000001,0.7462004996054079
0.4750000000000001,0.7463190613255736
0.4760000000000001,0.7464516186744266
0.4770000000000001,0.74641132
0.4780000000000001,0.7464250306347937
0.4790000000000001,0.74648851
0.4800000000000001,0.7466127298826023
0.4810000000000001,0.7466009901173977
0.4820000000000001,0.7466414008916823
0.4830000000000001,0.7467305691083178
0.4840000000000001,0.74678338
0.4850000000000001,0.7468423194106059
0.4860000000000001,0.74689752
0.4870000000000001,0.746939960700886
0.4880000000000001,0.747010049299114
0.4890000000000001,0.7471082212021759
0.4900000000000001,0.7472284387978241
0.4910000000000001,0.74727094
0.4920000000000001,0.7473238694707053
0.4930000000000001,0.74738055
0.4940000000000001,0.7474336006621933
0.4950000000000001,0.74749982
0.4960000000000001,0.7475621105167897
0.4970000000000001,0.7476137894832103
0.4980000000000001,0.74771821
0.4990000000000001,0.7478241289408106
0.5000000000000001,0.74791998
0.5010000000000001,0.7479672405734115
0.5020000000000001,0.748024582700165
0.5030000000000001,0.7481145881998901
0.5040000000000001,0.748264608499785
0.5050000000000001,0.74832326
0.5060000000000001,0.7483673108653568
0.5070000000000001,0.7484105787019649
0.5080000000000001,0.7485014181831818
0.5090000000000001,0.74859059
0.5100000000000001,0.7486780908845089
0.5110000000000001,0.7487665411049558
0.5120000000000001,0.7488217888950442
0.5130000000000001,0.7488937392804927
0.5140000000000001,0.74899727
0.5150000000000001,0.7490600906575131
0.5160000000000001,0.7491258422492876
0.5170000000000001,0.7492008185004749
0.5180000000000001,0.7493067389407894
0.5190000000000001,0.7493903008035081
0.5200000000000001,0.7494706517261137
0.5210000000000001,0.7495569574108295
0.5220000000000001,0.7495888496810936
