wave,r
0.4,0.7191402312957741
0.401,0.7191998375276495
0.402,0.7189526024723505
0.403,0.71905357
0.404,0.7191137093986061
0.405,0.71871156
0.406,0.7186678098569029
0.40700000000000003,0.718653500143097
0.40800000000000003,0.7186098093950121
0.40900000000000003,0.718549310604988
0.41000000000000003,0.71843612
0.41100000000000003,0.7183126212349876
0.41200000000000003,0.71825427
0.41300000000000003,0.7183017702848971
0.41400000000000003,0.71833026
0.41500000000000004,0.7182900292716146
0.41600000000000004,0.7182171907283854
0.41700000000000004,0.71822041
0.41800000000000004,0.7182720294838051
0.41900000000000004,0.7182669
0.42000000000000004,0.7181901893378065
0.42100000000000004,0.71812397
0.42200000000000004,0.7181331501930961
0.42300000000000004,0.7181524598069039
0.42400000000000004,0.7181109190719186
0.42500000000000004,0.7180181109280814
0.42600000000000005,0.71805727
0.42700000000000005,0.7181249902895971
0.42800000000000005,0.71815395
0.42900000000000005,0.7180262192776145
0.43000000000000005,0.7179539807223856
0.43100000000000005,0.7179510607092858
0.43200000000000005,0.7180219892907141
0.43300000000000005,0.71800667
0.43400000000000005,0.7179830697180027
0.43500000000000005,0.71795487
0.43600000000000005,0.7179317506150876
0.43700000000000006,0.7179932593849123
0.43800000000000006,0.7180247293277134
0.43900000000000006,0.7179575006722866
0.44000000000000006,0.71790349
0.44100000000000006,0.7179067099678003
0.44200000000000006,0.71796072
0.44300000000000006,0.718028840099598
0.44400000000000006,0.7180387999004021
0.44500000000000006,0.7180281300166996
0.44600000000000006,0.7180297999833004
0.44700000000000006,0.71808833
0.44800000000000006,0.7181031698516015
0.44900000000000007,0.71805727
0.45000000000000007,0.7180427900834984
0.45100000000000007,0.7180511399165017
0.45200000000000007,0.7180804005411893
0.45300000000000007,0.7181345194588108
0.45400000000000007,0.71818817
0.45500000000000007,0.7182054498272018
0.45600000000000007,0.71816462
0.4570000000000001,0.7182863405542945
0.4580000000000001,0.71834177
0.4590000000000001,0.7183335993915121
0.4600000000000001,0.7182727506084878
0.4610000000000001,0.71834958
0.4620000000000001,0.7184246792490075
0.4630000000000001,0.71839076
0.4640000000000001,0.7183888003211969
0.4650000000000001,0.71842092
0.4660000000000001,0.7184876809822803
0.4670000000000001,0.7185859090177197
0.4680000000000001,0.7185835797616048
0.4690000000000001,0.7185597402383952
0.4700000000000001,0.71862602
0.4710000000000001,0.7187248506150938
0.4720000000000001,0.71878636
0.4730000000000001,0.7187889799774004
0.4740000000000001,0.7187867200225996
0.4750000000000001,0.7188997915269695
0.4760000000000001,0.7190524884730306
0.4770000000000001,0.71903718
0.4780000000000001,0.7190470102216978
0.4790000000000001,0.71906918
0.4800000000000001,0.7190993404380912
0.4810000000000001,0.7191431495619087
0.4820000000000001,0.719233871151577
0.4830000000000001,0.719349028848423
0.4840000000000001,0.71933705
0.4850000000000001,0.7193592197783022
0.4860000000000001,0.71942151
0.4870000000000001,0.7195516801716966
0.4880000000000001,0.7195688498283035
0.4890000000000001,0.7196251711563769
0.4900000000000001,0.7197408088436231
0.4910000000000001,0.7198143
0.4920000000000001,0.7198671094719054
0.4930000000000001,0.71990615
0.4940000000000001,0.7199413205929941
0.4950000000000001,0.72000062
0.4960000000000001,0.7200775709471811
0.4970000000000001,0.720172289052819
0.4980000000000001,0.72023988
0.4990000000000001,0.7203153392454075
0.5000000000000001,0.72039557
0.5010000000000001,0.720474300695014
0.5020000000000001,0.7205438017846107
0.5030000000000001,0.7206032888102595
0.5040000000000001,0.7206481095517955
0.5050000000000001,0.72074586
0.5060000000000001,0.7208252011621419
0.5070000000000001,0.7208833082567873
0.5080000000000001,0.7209578785085852
0.5090000000000001,0.72105104
0.5100000000000001,0.7211548711337114
0.5110000000000001,0.7212682412313508
0.5120000000000001,0.7213298087686493
0.5130000000000001,0.7213969193288933
0.5140000000000001,0.72148591
0.5150000000000001,0.7215764507135143
0.5160000000000001,0.7216478018668068
0.5170000000000001,0.7217100287554622
0.5180000000000001,0.7217864392358924
0.5190000000000001,0.7218910510740107
0.5200000000000001,0.7219984519753012
0.5210000000000001,0.7220972170370481
0.5220000000000001,0.7221012699594992
0.5230000000000001,0.72215557
0.5240000000000001,0.7222565409114091
0.5250000000000001,0.7223476812397505
0.5260000000000001,0.7224096687602496
0.5270000000000001,0.7224570495261953
0.5280000000000001,0.72249931
0.5290000000000001,0.7225591514150141
0.5300000000000001,0.7226299023479826
0.5310000000000001,0.7227081684346782
0.5320000000000001,0.7227436896447965
0.5330000000000001,0.7227760603606037
0.5340000000000001,0.7228121211025448
0.5350000000000001,0.7228672483461827
0.5360000000000001,0.7229098095743914
0.5370000000000001,0.72294378
0.5380000000000001,0.7229700104351088
0.5390000000000001,0.7230135210175491
0.5400000000000001,0.723047439321634
0.5410000000000001,0.7230743197311974
0.5420000000000001,0.72310185
0.5430000000000001,0.7231285005279735
0.5440000000000002,0.7231548992080397
0.5450000000000002,0.7231815494669946
0.5460000000000002,0.72320765
0.5470000000000002,0.723249910592506
0.5480000000000002,0.7233091614531418
0.5490000000000002,0.7233818185468581
0.5500000000000002,0.7234380794373944
0.5510000000000002,0.72348034
0.5520000000000002,0.7235056801651033
0.5530000000000002,0.7235221910370481
0.5540000000000002,0.7235567593086346
0.5550000000000002,0.7236157094104941
0.5560000000000002,0.7236273904804048
0.5570000000000002,0.7236754313517324
0.5580000000000002,0.7237430179724014
0.5590000000000002,0.7237941589771898
0.5600000000000002,0.72384185
0.5610000000000002,0.7238958506711067
0.5620000000000002,0.7239629608725652
0.5630000000000002,0.7240065891274349
0.5640000000000002,0.7240592794730947
0.5650000000000002,0.72411644
0.5660000000000002,0.7241441003136031
0.5670000000000002,0.7241597809170541
0.5680000000000002,0.7241903493886306
0.5690000000000002,0.7242669492339923
0.5700000000000002,0.724281250301003
0.5710000000000002,0.7243113511467427
0.5720000000000002,0.7243686882798861
0.5730000000000002,0.7244192994938898
0.5740000000000002,0.72448939
0.5750000000000002,0.7245650905793058
0.5760000000000002,0.7246230205043799
0.5770000000000002,0.7246482394956202
0.5780000000000002,0.7246599798825988
0.5790000000000002,0.72466302
0.5800000000000002,0.7245058990499905
0.5810000000000002,0.724458400959952
0.5820000000000002,0.7244903993600321
0.5830000000000002,0.72450203
0.5840000000000002,0.7245175205168052
0.5850000000000002,0.7245692024710764
0.5860000000000002,0.7246927562933854
0.5870000000000002,0.7247537393901878
0.5880000000000002,0.72483879
0.5890000000000002,0.7249422700781015
0.5900000000000002,0.7249500812086396
0.5910000000000002,0.7249903691942403
0.5920000000000002,0.7249745701580016
0.5930000000000002,0.7247576687107871
0.5940000000000002,0.7246287505041749
0.5950000000000002,0.7246539592437379
0.5960000000000002,0.7248537460041601
0.5970000000000002,0.72507381
0.5980000000000002,0.7252501209805098
0.5990000000000002,0.7253481679210831
0.6000000000000002,0.7252442220789168
0.6010000000000002,0.7252533999081991
0.6020000000000002,0.7253759500000001
0.6030000000000002,0.725636240348707
0.6040000000000002,0.7256711082603869
0.6050000000000002,0.725613121159742
